box_id,symbol,stem,split,image_path,preview_path,cut_global,cut_time,bar_b0,bar_b1,width_bars,yolo_xc,yolo_yc,yolo_w,yolo_h,box_height_pct,box_right_frac,win_mode,box_index,n_boxes_on_image,spread_chg8,fast_spread,full_spread,ma_spread_pct,in_sample,owner_side,owner_note
BERA_USDT_SWAP_009730__b0,BERA_USDT_SWAP,BERA_USDT_SWAP_009730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BERA_USDT_SWAP_009730.png,previews/BERA_USDT_SWAP_009730__b0.jpg,9593,2025-09-11 12:30:00+00:00,49,62,14,0.282588,0.352782,0.062022,0.112067,0.011602,0.3125,end_incl,0,2,,,,,1,short,
BOME_USDT_SWAP_012530__b0,BOME_USDT_SWAP,BOME_USDT_SWAP_012530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BOME_USDT_SWAP_012530.png,previews/BOME_USDT_SWAP_012530__b0.jpg,12391,2025-10-10 16:15:00+00:00,51,60,10,0.281143,0.104128,0.044591,0.103189,0.096058,0.3025,end_incl,0,1,,,,,1,short,
BONK_USDT_SWAP_001330__b0,BONK_USDT_SWAP,BONK_USDT_SWAP_001330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BONK_USDT_SWAP_001330.png,previews/BONK_USDT_SWAP_001330__b0.jpg,1287,2025-06-17 00:15:00+00:00,146,156,11,0.754098,0.273427,0.051792,0.237615,0.027555,0.7825,end_incl,0,1,,,,,1,short,
BSB_USDT_SWAP_002730__b0,BSB_USDT_SWAP,BSB_USDT_SWAP_002730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/BSB_USDT_SWAP_002730.png,previews/BSB_USDT_SWAP_002730__b0.jpg,2602,2026-04-29 12:30:00+00:00,61,71,11,0.333352,0.246785,0.049073,0.106736,0.098534,0.3575,end_incl,0,1,,,,,1,short,
CELO_USDT_SWAP_009130__b0,CELO_USDT_SWAP,CELO_USDT_SWAP_009130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/CELO_USDT_SWAP_009130.png,previews/CELO_USDT_SWAP_009130__b0.jpg,9085,2025-09-06 06:00:00+00:00,144,154,11,0.74477,0.478078,0.049221,0.134725,0.009342,0.7725,end_incl,0,1,,,,,1,short,
EGLD_USDT_SWAP_015730__b0,EGLD_USDT_SWAP,EGLD_USDT_SWAP_015730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/EGLD_USDT_SWAP_015730.png,previews/EGLD_USDT_SWAP_015730__b0.jpg,15656,2025-11-13 17:15:00+00:00,117,125,9,0.605742,0.342736,0.035767,0.071447,0.012343,0.6275,end_incl,0,2,,,,,1,short,
EGLD_USDT_SWAP_015730__b1,EGLD_USDT_SWAP,EGLD_USDT_SWAP_015730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/EGLD_USDT_SWAP_015730.png,previews/EGLD_USDT_SWAP_015730__b1.jpg,15558,2025-11-12 16:45:00+00:00,19,27,9,0.121136,0.193075,0.040805,0.11811,0.01989,0.1375,end_incl,1,2,,,,,1,short,
ETC_USDT_SWAP_011130__b0,ETC_USDT_SWAP,ETC_USDT_SWAP_011130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETC_USDT_SWAP_011130.png,previews/ETC_USDT_SWAP_011130__b0.jpg,10961,2025-09-24 19:30:00+00:00,21,30,10,0.135417,0.165219,0.042505,0.074145,0.006825,0.1525,end_incl,0,2,,,,,1,short,
ETC_USDT_SWAP_011130__b1,ETC_USDT_SWAP,ETC_USDT_SWAP_011130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETC_USDT_SWAP_011130.png,previews/ETC_USDT_SWAP_011130__b1.jpg,10959,2025-09-24 19:00:00+00:00,14,28,15,0.112083,0.146266,0.065841,0.036783,0.00338,0.1425,end_incl,1,2,,,,,1,short,
ETHFI_USDT_SWAP_016530__b0,ETHFI_USDT_SWAP,ETHFI_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETHFI_USDT_SWAP_016530.png,previews/ETHFI_USDT_SWAP_016530__b0.jpg,16419,2025-11-20 16:00:00+00:00,76,88,13,0.415036,0.126796,0.058358,0.055515,0.016976,0.4425,end_incl,0,2,,,,,1,short,
ETHFI_USDT_SWAP_016530__b1,ETHFI_USDT_SWAP,ETHFI_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ETHFI_USDT_SWAP_016530.png,previews/ETHFI_USDT_SWAP_016530__b1.jpg,16421,2025-11-20 16:30:00+00:00,82,90,9,0.43485,0.150321,0.0397,0.095735,0.029487,0.4525,end_incl,1,2,,,,,1,short,
FARTCOIN_USDT_SWAP_006730__b0,FARTCOIN_USDT_SWAP,FARTCOIN_USDT_SWAP_006730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FARTCOIN_USDT_SWAP_006730.png,previews/FARTCOIN_USDT_SWAP_006730__b0.jpg,6593,2025-08-11 07:45:00+00:00,52,62,11,0.28826,0.156773,0.049617,0.085283,0.025648,0.3125,end_incl,0,1,,,,,1,short,
FIL_USDT_SWAP_016530__b0,FIL_USDT_SWAP,FIL_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FIL_USDT_SWAP_016530.png,previews/FIL_USDT_SWAP_016530__b0.jpg,16467,2025-11-21 04:00:00+00:00,123,136,14,0.649143,0.271719,0.062091,0.108219,0.027502,0.6825,end_incl,0,2,,,,,1,short,
FIL_USDT_SWAP_016530__b1,FIL_USDT_SWAP,FIL_USDT_SWAP_016530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FIL_USDT_SWAP_016530.png,previews/FIL_USDT_SWAP_016530__b1.jpg,16422,2025-11-20 16:45:00+00:00,84,91,8,0.438951,0.196025,0.033399,0.075429,0.018807,0.4575,end_incl,1,2,,,,,1,short,
FLOKI_USDT_SWAP_015730__b0,FLOKI_USDT_SWAP,FLOKI_USDT_SWAP_015730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/FLOKI_USDT_SWAP_015730.png,previews/FLOKI_USDT_SWAP_015730__b0.jpg,15651,2025-11-13 16:15:00+00:00,113,120,8,0.583537,0.296153,0.037622,0.073712,0.013593,0.6025,end_incl,0,1,,,,,1,short,
GMT_USDT_SWAP_010730__b0,GMT_USDT_SWAP,GMT_USDT_SWAP_010730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GMT_USDT_SWAP_010730.png,previews/GMT_USDT_SWAP_010730__b0.jpg,10596,2025-09-22 00:45:00+00:00,52,65,14,0.296304,0.158945,0.064436,0.109178,0.017925,0.3275,end_incl,0,2,,,,,1,short,
GMT_USDT_SWAP_010730__b1,GMT_USDT_SWAP,GMT_USDT_SWAP_010730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GMT_USDT_SWAP_010730.png,previews/GMT_USDT_SWAP_010730__b1.jpg,10564,2025-09-21 16:45:00+00:00,21,33,13,0.141266,0.115701,0.058755,0.030221,0.004927,0.1675,end_incl,1,2,,,,,1,short,
GPS_USDT_SWAP_004730__b0,GPS_USDT_SWAP,GPS_USDT_SWAP_004730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GPS_USDT_SWAP_004730.png,previews/GPS_USDT_SWAP_004730__b0.jpg,4657,2025-07-22 04:00:00+00:00,113,126,14,0.597756,0.319615,0.063245,0.088728,0.015817,0.6325,end_incl,0,2,,,,,1,short,
GPS_USDT_SWAP_004730__b1,GPS_USDT_SWAP,GPS_USDT_SWAP_004730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/GPS_USDT_SWAP_004730.png,previews/GPS_USDT_SWAP_004730__b1.jpg,4545,2025-07-21 00:00:00+00:00,3,14,12,0.050118,0.155741,0.056406,0.111274,0.019273,0.0725,end_incl,1,2,,,,,1,short,
HMSTR_USDT_SWAP_007330__b0,HMSTR_USDT_SWAP,HMSTR_USDT_SWAP_007330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/HMSTR_USDT_SWAP_007330.png,previews/HMSTR_USDT_SWAP_007330__b0.jpg,7242,2025-08-18 02:15:00+00:00,99,111,13,0.525957,0.340293,0.057879,0.149555,0.014089,0.5575,end_incl,0,1,,,,,1,short,
HOME_USDT_SWAP_026151__b0,HOME_USDT_SWAP,HOME_USDT_SWAP_026151,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/HOME_USDT_SWAP_026151.png,previews/HOME_USDT_SWAP_026151__b0.jpg,26054,2026-03-11 19:45:00+00:00,90,102,13,0.482875,0.309151,0.056046,0.157557,0.019677,0.5125,end_incl,0,1,,,,,1,short,
H_USDT_SWAP_005530__b0,H_USDT_SWAP,H_USDT_SWAP_005530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/H_USDT_SWAP_005530.png,previews/H_USDT_SWAP_005530__b0.jpg,5477,2025-08-29 07:15:00+00:00,139,146,8,0.712862,0.320263,0.036765,0.137063,0.021586,0.7325,end_incl,0,2,,,,,1,short,
ICP_USDT_SWAP_031187__b1,ICP_USDT_SWAP,ICP_USDT_SWAP_031187,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ICP_USDT_SWAP_031187.png,previews/ICP_USDT_SWAP_031187__b1.jpg,31017,2026-04-21 17:30:00+00:00,21,29,9,0.131369,0.604656,0.039773,0.095491,0.006992,0.1475,end_incl,1,2,,,,,1,short,
INIT_USDT_SWAP_006530__b1,INIT_USDT_SWAP,INIT_USDT_SWAP_006530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/INIT_USDT_SWAP_006530.png,previews/INIT_USDT_SWAP_006530__b1.jpg,6495,2025-08-10 07:45:00+00:00,153,164,12,0.789778,0.294128,0.05356,0.162005,0.021213,0.8225,end_incl,1,2,,,,,1,short,
JUP_USDT_SWAP_011530__b1,JUP_USDT_SWAP,JUP_USDT_SWAP_011530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/JUP_USDT_SWAP_011530.png,previews/JUP_USDT_SWAP_011530__b1.jpg,11362,2025-09-30 00:30:00+00:00,21,31,11,0.137629,0.43378,0.053312,0.091325,0.012196,0.1575,end_incl,1,2,,,,,1,short,
KAITO_USDT_SWAP_003330__b0,KAITO_USDT_SWAP,KAITO_USDT_SWAP_003330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/KAITO_USDT_SWAP_003330.png,previews/KAITO_USDT_SWAP_003330__b0.jpg,3260,2025-07-07 15:00:00+00:00,118,129,12,0.618297,0.384615,0.055467,0.138837,0.01529,0.6475,end_incl,0,1,,,,,1,short,
KSM_USDT_SWAP_008930__b0,KSM_USDT_SWAP,KSM_USDT_SWAP_008930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/KSM_USDT_SWAP_008930.png,previews/KSM_USDT_SWAP_008930__b0.jpg,8882,2025-09-04 04:30:00+00:00,140,151,12,0.726336,0.265638,0.057052,0.152778,0.011131,0.7575,end_incl,0,2,,,,,1,short,
LAYER_USDT_SWAP_006730__b1,LAYER_USDT_SWAP,LAYER_USDT_SWAP_006730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/LAYER_USDT_SWAP_006730.png,previews/LAYER_USDT_SWAP_006730__b1.jpg,6602,2025-08-11 10:30:00+00:00,63,71,9,0.339664,0.241575,0.036519,0.098934,0.009403,0.3575,end_incl,1,2,,,,,1,short,
LA_USDT_SWAP_008130__b1,LA_USDT_SWAP,LA_USDT_SWAP_008130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/LA_USDT_SWAP_008130.png,previews/LA_USDT_SWAP_008130__b1.jpg,7943,2025-09-04 03:45:00+00:00,0,12,13,0.038214,0.655301,0.064103,0.048028,0.006987,0.0625,end_incl,1,2,,,,,1,short,
LIGHT_USDT_SWAP_004504__b0,LIGHT_USDT_SWAP,LIGHT_USDT_SWAP_004504,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/LIGHT_USDT_SWAP_004504.png,previews/LIGHT_USDT_SWAP_004504__b0.jpg,4412,2026-01-31 07:00:00+00:00,93,107,15,0.50218,0.212755,0.066834,0.06724,0.025914,0.5375,end_incl,0,1,,,,,1,short,
LIGHT_USDT_SWAP_004704__b0,LIGHT_USDT_SWAP,LIGHT_USDT_SWAP_004704,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/LIGHT_USDT_SWAP_004704.png,previews/LIGHT_USDT_SWAP_004704__b0.jpg,4690,2026-02-03 04:30:00+00:00,177,185,9,0.900875,0.60843,0.040047,0.087095,0.041798,0.9275,end_incl,0,2,,,,,1,short,
LINEA_USDT_SWAP_019456__b0,LINEA_USDT_SWAP,LINEA_USDT_SWAP_019456,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/LINEA_USDT_SWAP_019456.png,previews/LINEA_USDT_SWAP_019456__b0.jpg,19333,2026-03-21 23:15:00+00:00,63,76,14,0.349661,0.217636,0.064168,0.108818,0.012263,0.3825,end_incl,0,1,,,,,1,short,
LQTY_USDT_SWAP_003330__b1,LQTY_USDT_SWAP,LQTY_USDT_SWAP_003330,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/LQTY_USDT_SWAP_003330.png,previews/LQTY_USDT_SWAP_003330__b1.jpg,3303,2025-07-08 02:00:00+00:00,163,172,10,0.835691,0.43701,0.044535,0.127392,0.017413,0.8625,end_incl,1,2,,,,,1,short,
MERL_USDT_SWAP_011530__b0,MERL_USDT_SWAP,MERL_USDT_SWAP_011530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/MERL_USDT_SWAP_011530.png,previews/MERL_USDT_SWAP_011530__b0.jpg,11372,2025-09-30 03:30:00+00:00,27,41,15,0.178354,0.228466,0.07104,0.152848,0.030566,0.2075,end_incl,0,1,,,,,1,short,
MON_USDT_SWAP_009736__b0,MON_USDT_SWAP,MON_USDT_SWAP_009736,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/MON_USDT_SWAP_009736.png,previews/MON_USDT_SWAP_009736__b0.jpg,9665,2026-01-19 00:15:00+00:00,120,128,9,0.620947,0.214141,0.038999,0.138278,0.022743,0.6425,end_incl,0,1,,,,,1,short,
OKB_USDT_SWAP_001730__b0,OKB_USDT_SWAP,OKB_USDT_SWAP_001730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/OKB_USDT_SWAP_001730.png,previews/OKB_USDT_SWAP_001730__b0.jpg,1722,2025-09-22 00:30:00+00:00,179,191,13,0.92298,0.556123,0.057973,0.074032,0.00652,0.9575,end_incl,0,2,,,,,1,short,
ONDO_USDT_SWAP_016130__b0,ONDO_USDT_SWAP,ONDO_USDT_SWAP_016130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ONDO_USDT_SWAP_016130.png,previews/ONDO_USDT_SWAP_016130__b0.jpg,16026,2025-11-16 14:00:00+00:00,84,95,12,0.44957,0.222962,0.054006,0.171694,0.019658,0.4775,end_incl,0,1,,,,,1,short,
OP_USDT_SWAP_021986__b1,OP_USDT_SWAP,OP_USDT_SWAP_021986,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/OP_USDT_SWAP_021986.png,previews/OP_USDT_SWAP_021986__b1.jpg,21792,2026-01-15 15:30:00+00:00,0,5,6,0.016129,0.081812,0.031559,0.089212,0.008977,0.0275,end_incl,1,2,,,,,1,short,
ORDER_USDT_SWAP_017067__b0,ORDER_USDT_SWAP,ORDER_USDT_SWAP_017067,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/ORDER_USDT_SWAP_017067.png,previews/ORDER_USDT_SWAP_017067__b0.jpg,16922,2026-03-25 21:45:00+00:00,41,54,14,0.24332,0.18721,0.068103,0.110587,0.009226,0.2725,end_incl,0,1,,,,,1,short,
PARTI_USDT_SWAP_031085__b0,PARTI_USDT_SWAP,PARTI_USDT_SWAP_031085,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/PARTI_USDT_SWAP_031085.png,previews/PARTI_USDT_SWAP_031085__b0.jpg,31009,2026-04-22 17:00:00+00:00,112,123,12,0.588218,0.307481,0.055275,0.073271,0.006302,0.6175,end_incl,0,1,,,,,1,short,
PEOPLE_USDT_SWAP_012130__b0,PEOPLE_USDT_SWAP,PEOPLE_USDT_SWAP_012130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/PEOPLE_USDT_SWAP_012130.png,previews/PEOPLE_USDT_SWAP_012130__b0.jpg,12088,2025-10-07 14:45:00+00:00,149,157,9,0.763871,0.313391,0.037038,0.101821,0.012339,0.7875,end_incl,0,2,,,,,1,short,
RVN_USDT_SWAP_014730__b0,RVN_USDT_SWAP,RVN_USDT_SWAP_014730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/RVN_USDT_SWAP_014730.png,previews/RVN_USDT_SWAP_014730__b0.jpg,14628,2025-11-03 02:15:00+00:00,83,97,15,0.45356,0.193845,0.066579,0.117874,0.020793,0.4875,end_incl,0,2,,,,,1,short,
RVN_USDT_SWAP_014730__b1,RVN_USDT_SWAP,RVN_USDT_SWAP_014730,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/RVN_USDT_SWAP_014730.png,previews/RVN_USDT_SWAP_014730__b1.jpg,14577,2025-11-02 13:30:00+00:00,32,46,15,0.201359,0.136719,0.066192,0.080119,0.013992,0.2325,end_incl,1,2,,,,,1,short,
SAHARA_USDT_SWAP_001530__b0,SAHARA_USDT_SWAP,SAHARA_USDT_SWAP_001530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/SAHARA_USDT_SWAP_001530.png,previews/SAHARA_USDT_SWAP_001530__b0.jpg,1485,2025-07-11 23:45:00+00:00,144,154,11,0.743299,0.369932,0.047815,0.147622,0.018302,0.7725,end_incl,0,2,,,,,1,short,
SHIB_USDT_SWAP_007130__b0,SHIB_USDT_SWAP,SHIB_USDT_SWAP_007130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/SHIB_USDT_SWAP_007130.png,previews/SHIB_USDT_SWAP_007130__b0.jpg,6991,2025-08-14 11:30:00+00:00,44,60,17,0.267455,0.294344,0.079703,0.175407,0.025186,0.3025,end_incl,0,2,,,,,1,short,
SHIB_USDT_SWAP_007130__b1,SHIB_USDT_SWAP,SHIB_USDT_SWAP_007130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/SHIB_USDT_SWAP_007130.png,previews/SHIB_USDT_SWAP_007130__b1.jpg,6984,2025-08-14 09:45:00+00:00,42,53,12,0.243094,0.253355,0.050858,0.13004,0.018562,0.2675,end_incl,1,2,,,,,1,short,
SNX_USDT_SWAP_008930__b0,SNX_USDT_SWAP,SNX_USDT_SWAP_008930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/SNX_USDT_SWAP_008930.png,previews/SNX_USDT_SWAP_008930__b0.jpg,8876,2025-09-04 04:15:00+00:00,136,145,10,0.703673,0.315197,0.043504,0.187617,0.015498,0.7275,end_incl,0,1,,,,,1,short,
SOON_USDT_SWAP_003930__b0,SOON_USDT_SWAP,SOON_USDT_SWAP_003930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/SOON_USDT_SWAP_003930.png,previews/SOON_USDT_SWAP_003930__b0.jpg,3920,2025-07-14 13:15:00+00:00,175,189,15,0.907358,0.435142,0.065279,0.057479,0.005726,0.9475,end_incl,0,1,,,,,1,short,
STABLE_USDT_SWAP_012050__b0,STABLE_USDT_SWAP,STABLE_USDT_SWAP_012050,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/STABLE_USDT_SWAP_012050.png,previews/STABLE_USDT_SWAP_012050__b0.jpg,11998,2026-04-12 13:00:00+00:00,140,147,8,0.71785,0.2692,0.037516,0.123433,0.010652,0.7375,end_incl,0,1,,,,,1,short,
STRK_USDT_SWAP_013930__b1,STRK_USDT_SWAP,STRK_USDT_SWAP_013930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/STRK_USDT_SWAP_013930.png,previews/STRK_USDT_SWAP_013930__b1.jpg,13773,2025-10-25 04:45:00+00:00,34,42,9,0.196773,0.541523,0.039309,0.098199,0.007793,0.2125,end_incl,1,2,,,,,1,short,
SUSHI_USDT_SWAP_012130__b1,SUSHI_USDT_SWAP,SUSHI_USDT_SWAP_012130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/SUSHI_USDT_SWAP_012130.png,previews/SUSHI_USDT_SWAP_012130__b1.jpg,12087,2025-10-07 15:15:00+00:00,147,156,10,0.756757,0.340078,0.043734,0.128619,0.012849,0.7825,end_incl,1,2,,,,,1,short,
TAO_USDT_SWAP_007930__b0,TAO_USDT_SWAP,TAO_USDT_SWAP_007930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/TAO_USDT_SWAP_007930.png,previews/TAO_USDT_SWAP_007930__b0.jpg,7828,2025-08-24 06:30:00+00:00,86,97,12,0.461391,0.416196,0.056989,0.080835,0.009916,0.4875,end_incl,0,2,,,,,1,short,
TAO_USDT_SWAP_007930__b1,TAO_USDT_SWAP,TAO_USDT_SWAP_007930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/TAO_USDT_SWAP_007930.png,previews/TAO_USDT_SWAP_007930__b1.jpg,7915,2025-08-25 04:15:00+00:00,171,184,14,0.885518,0.480723,0.063736,0.06402,0.007916,0.9225,end_incl,1,2,,,,,1,short,
THETA_USDT_SWAP_024282__b0,THETA_USDT_SWAP,THETA_USDT_SWAP_024282,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/THETA_USDT_SWAP_024282.png,previews/THETA_USDT_SWAP_024282__b0.jpg,24238,2026-02-11 05:00:00+00:00,145,155,11,0.748877,0.448435,0.053432,0.064977,0.00548,0.7775,end_incl,0,1,,,,,1,short,
TIA_USDT_SWAP_005530__b0,TIA_USDT_SWAP,TIA_USDT_SWAP_005530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/TIA_USDT_SWAP_005530.png,previews/TIA_USDT_SWAP_005530__b0.jpg,5477,2025-07-29 17:00:00+00:00,136,146,11,0.703638,0.515944,0.051488,0.142627,0.026342,0.7325,end_incl,0,2,,,,,1,short,
TIA_USDT_SWAP_005530__b1,TIA_USDT_SWAP,TIA_USDT_SWAP_005530,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/TIA_USDT_SWAP_005530.png,previews/TIA_USDT_SWAP_005530__b1.jpg,5374,2025-07-28 15:15:00+00:00,31,43,13,0.190929,0.282613,0.056686,0.172295,0.030507,0.2175,end_incl,1,2,,,,,1,short,
VANA_USDT_SWAP_004930__b0,VANA_USDT_SWAP,VANA_USDT_SWAP_004930,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/VANA_USDT_SWAP_004930.png,previews/VANA_USDT_SWAP_004930__b0.jpg,4782,2025-07-23 13:15:00+00:00,36,51,16,0.222034,0.203337,0.074715,0.157794,0.027996,0.2575,end_incl,0,1,,,,,1,short,
WCT_USDT_SWAP_013130__b0,WCT_USDT_SWAP,WCT_USDT_SWAP_013130,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/WCT_USDT_SWAP_013130.png,previews/WCT_USDT_SWAP_013130__b0.jpg,12957,2025-10-16 17:00:00+00:00,16,26,11,0.113122,0.240369,0.045637,0.149079,0.029958,0.1325,end_incl,0,1,,,,,1,short,
W_USDT_SWAP_030081__b0,W_USDT_SWAP,W_USDT_SWAP_030081,train,datasets/_deprecated_pretip/dense_owner_v11/images/train/W_USDT_SWAP_030081.png,previews/W_USDT_SWAP_030081__b0.jpg,29987,2026-04-12 02:30:00+00:00,96,105,10,0.506003,0.321919,0.041928,0.130179,0.01427,0.5275,end_incl,0,1,,,,,1,short,
